ProjectTitle	ProjectNumber	ProjectID	Status	AssignedSize	Type	IssueNumber	IssueID	Title	Repository	Comments	LabelString	closingIssuesReferences	OG Queue	Closed	ClosedAt	RUNLABEL	LabelsCount	Title	Status	LatestSprintIssueActiveIn	ScratchCheckbox	OGQueue	(lbl)Size: 3	(lbl)pm.netcdf-hdf5.d	(lbl)Feature: API	(lbl)User Role: API User	(lbl)NIH OTA: 1.7.1 (reArchitecture)	(lbl)Size: 33	(lbl)pm.GREI-d-1.7.1	(lbl)NIH OTA: 1.2.1	(lbl)Size: 80	(lbl)D: 5 Core PIDs	(lbl)pm.GREI-d-1.2.1	(lbl)QDR	(lbl)Feature: Metadata	(lbl)Type: Bug	(lbl)Feature: Style Guide	(lbl)User Role: Superuser	(lbl)Feature: Controlled Vocabulary	(lbl)Hackathon: JSF	(lbl)Size: SprintTail	(lbl)Feature: External Tool	(lbl)Feature: User Guide	(lbl)JHU	(lbl)Size: 10	(lbl)DANS	(lbl)pm.GREI-d-1.4.1	(lbl)pm.GREI-d-1.4.2	(lbl)User Role: Sysadmin	(lbl)Feature: File Upload & Handling	(lbl)Feature: Code Infrastructure	(lbl)Feature: Installation Guide	(lbl)Containers & Cloud	(lbl)Tech Debt	(lbl)D: SonarQubeCleanup	(lbl)Type: Feature	(lbl)Sprint Retrospective	(lbl)DataverseNO	(lbl)Feature: Account & User Info	(lbl)pm.GREI-d-1.7.2	(lbl)Working Group: SWC	(lbl)HERMES	(lbl)NIH OTA: 1.3.1	(lbl)pm.GREI-d-1.3.1	(lbl)pm.GREI-d-1.3.2	(lbl)Feature: Developer Guide	(lbl)Feature: Indexing	(lbl)Feature: Harvesting	(lbl)NIH OTA: 1.4.1	(lbl)Testing: API	(lbl)Hackathon: Low Hanging Fruit	(lbl)Mentor: pdurbin	(lbl)good first issue	(lbl)D: DataverseInDocker	(lbl)D: FixRateLimitingBehaviors	(lbl)UI/UX: Design	(lbl)D: Payara 6 Upgrade	(lbl)Feature: Performance & Stability	(lbl)D: Dataset: large number of files	(lbl)Status: UX & UI	(lbl)Feature: Permissions	(lbl)User Role: Curator	(lbl)ASU	(lbl)NIH OTA DC	(lbl)pm.epic.nih_harvesting	(lbl)Feature: Search/Browse	(lbl)Type: Suggestion	(lbl)User Role: Hackathon Participant	(lbl)NIH OTA: 1.5.1	(lbl)pm.GREI-d-1.5.1	(lbl)pm.GREI-d-1.5.2	(lbl)Feature: Request Access Workflow	(lbl)Feature: API Guide	(lbl)Size: NoSprintCost	(lbl)ops: User Accounts	(lbl)Support	(lbl)Support: prod. data corruption	(lbl)postmortem	(lbl)bklog: Deliverable	(lbl)Feature: Installer	(lbl)Size: Queued	(lbl)NIH OTA: 1.1.1	(lbl)pm.GREI-d-1.1.1	(lbl)Feature: Admin Guide	(lbl)Feature: Geospatial	(lbl)bug	(lbl)enhancement	(lbl)Feature: Publishing & Versions	(lbl)Feature: DOI & Handle	(lbl)hdc	(lbl)3a	(lbl)Feature: Terms & Licensing	(lbl)Feature: Internationalization	(lbl)D: ImproveJsonValidation	(lbl)pm.epic.nih_harvesting_framework	(lbl)Feature: Metrics + Reports	(lbl)Hackathon: More APIs	(lbl)User Role: Depositor	(lbl)bklog: NeedsDiscussion	(lbl)spike	(lbl)MVP Milestone 1	(lbl)D: Infra & Deployment Setup	(lbl)MVP Milestone 2	(lbl)D: Design System	(lbl)D: API connectivity	(lbl)dependencies	(lbl)DevOps: Problem	(lbl)D: GDC: Interop With DV	(lbl)NIH OTA: 1.3.2	(lbl)pm.GREI	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	3	'PULL_REQUEST'	9212	'PVTI_lADOAApNpc4AHKIszgDy_vQ'	'#9211 fix render logic display with TOA OR restricted files'	'dataverse'		'Size: 3'	'9211'	''	True	'2023-01-31T19:27:31Z'	'TEST'	1	#9211 fix render logic display with TOA OR restricted files	Clear of the Backlog	January 25, 2023	Checked	Dataverse Team (Gustavo)	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	3	'ISSUE'	9325	'PVTI_lADOAApNpc4AHKIszgEgUqU'	'Description metadata field: Description field text should wrap and not run off the page'	'dataverse'		'Size: 3'		''	True	'2023-02-14T18:33:31Z'	'TEST'	1	Description metadata field: Description field text should wrap and not run off the page	Clear of the Backlog	January 25, 2023			01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	3	'PULL_REQUEST'	9085	'PVTI_lADOAApNpc4AHKIszgDNTco'	'Iqss/7349 1 truncate description'	'dataverse'		'QDR','Size: 3'	'7349'	''	True	'2023-01-30T20:38:16Z'	'TEST'	2	Iqss/7349 1 truncate description	Clear of the Backlog	January 25, 2023			01	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	3	'ISSUE'	6807	'PVTI_lADOAApNpc4AHKIszgENlb0'	'Explore button for Binder'	'dataverse'		'Feature: External Tool','pm.netcdf-hdf5.d','Size: 3'		''	True	'2023-01-31T19:20:02Z'	'TEST'	3	Explore button for Binder	Clear of the Backlog	January 25, 2023		NIH NetCDF (Phil)	01	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	3	'PULL_REQUEST'	9249	'PVTI_lADOAApNpc4AHKIszgEIJwM'	'DOCS: add link to development documentation build'	'dataverse'		'Feature: User Guide','Size: 3'		''	True	'2023-01-30T19:18:15Z'	'TEST'	2	DOCS: add link to development documentation build	Clear of the Backlog	January 25, 2023			01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	3	'PULL_REQUEST'	9254	'PVTI_lADOAApNpc4AHKIszgEJJIY'	'Make productionPlace multiple, facetable, and enabled for Advanced Search #9253'	'dataverse'		'Feature: Metadata','Size: 3'	'9253'	''	True	'2023-02-09T19:59:42Z'	'TEST'	2	Make productionPlace multiple, facetable, and enabled for Advanced Search #9253	Clear of the Backlog	January 25, 2023			01	0	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	10	'PULL_REQUEST'	9017	'PVTI_lADOAApNpc4AHKIszgDNTc4'	'GDCC/9016-handle no file PID case in metrics'	'dataverse'		'JHU','Size: 10'	'9016'	''	True	'2023-01-31T20:51:49Z'	'TEST'	2	GDCC/9016-handle no file PID case in metrics	Clear of the Backlog	January 25, 2023			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	80	'PULL_REQUEST'	8674	'PVTI_lADOAApNpc4AHKIszgDNTjw'	'DANS/Local PermaLink PID Provider'	'dataverse'		'DANS','Size: 80'		''	True	'2023-03-20T15:49:37Z'	'TEST'	2	DANS/Local PermaLink PID Provider	Clear of the Backlog	January 25, 2023			0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	10	'PULL_REQUEST'	9316	'PVTI_lADOAApNpc4AHKIszgEex98'	'Fix for the broken "earliest date" (#9309)'	'dataverse'		'Size: 10'	'9309'	''	True	'2023-01-30T22:19:20Z'	'TEST'	1	Fix for the broken "earliest date" (#9309)	Clear of the Backlog	January 25, 2023			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	80	'ISSUE'	9231	'PVTI_lADOAApNpc4AHKIszgEQ8hQ'	'Feature request: Add the ability to configure a Harvesting Client to add a custom header to OAI calls'	'dataverse'		'Size: 80','pm.GREI-d-1.4.1','pm.GREI-d-1.4.2'		''	True	'2023-01-26T20:17:32Z'	'TEST'	3	Feature request: Add the ability to configure a Harvesting Client to add a custom header to OAI calls	Clear of the Backlog	January 11, 2023			0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	SprintTail	'PULL_REQUEST'	9269	'PVTI_lADOAApNpc4AHKIszgEREPI'	'8339 file data api'	'dataverse'		'Size: SprintTail'	'8339'	''	True	'2023-01-25T20:57:01Z'	'TEST'	1	8339 file data api	Clear of the Backlog	January 11, 2023			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	10	'PULL_REQUEST'	9239	'PVTI_lADOAApNpc4AHKIszgERENo'	'extract metadata (NcML XML) from NetCDF/HDF5 files, new "requirements" option for external tools'	'dataverse'		'Size: 10'	'9153'	''	True	'2023-01-20T16:03:40Z'	'TEST'	1	extract metadata (NcML XML) from NetCDF/HDF5 files, new "requirements" option for external tools	Clear of the Backlog	January 11, 2023		NIH NetCDF (Phil)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	3	'PULL_REQUEST'	8915	'PVTI_lADOAApNpc4AHKIszgDO4h0'	'7980 enhanced dsd'	'dataverse'		'User Role: Sysadmin','Size: 3'	'7980'	''	True	'2023-01-24T18:25:11Z'	'TEST'	2	7980 enhanced dsd	Clear of the Backlog	January 11, 2023			01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
'Dataverse_Global_Backlog'	34	'PVT_kwDOAApNpc4AHKIs'	''	3	'PULL_REQUEST'	8827	'PVTI_lADOAApNpc4AHKIszgDPakE'	'7000 mpconfig files basic'	'dataverse'		'Feature: File Upload & Handling','Feature: Code Infrastructure','Feature: Installation Guide','User Role: Sysadmin','Containers & Cloud','Size: 3'		''	True	'2023-01-18T22:19:29Z'	'TEST'	6	7000 mpconfig files basic	Clear of the Backlog	January 11, 2023			01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	01	01	01	01	01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
