Organization	OrganizationID	Repo	RepoID	LabelName	LabelID	LabelColor	LabelDescription	RUNLABEL
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'bklog: Deliverable'	'LA_kwDOIwMRzc8AAAABOg5rfw'	'DE1710'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Search/Browse'	'LA_kwDOIwMRzc8AAAABOhGebw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB01'	'LA_kwDOIwMRzc8AAAABOhKWXg'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB02'	'LA_kwDOIwMRzc8AAAABOhKX4A'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB03'	'LA_kwDOIwMRzc8AAAABOhKYjg'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB04'	'LA_kwDOIwMRzc8AAAABOhKZ4g'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB05'	'LA_kwDOIwMRzc8AAAABOhKaoQ'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB06'	'LA_kwDOIwMRzc8AAAABOhKblg'	'FAF9E3'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB07'	'LA_kwDOIwMRzc8AAAABOhKckA'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB08'	'LA_kwDOIwMRzc8AAAABOhKd1Q'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB09'	'LA_kwDOIwMRzc8AAAABOhKfSg'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB10'	'LA_kwDOIwMRzc8AAAABOhKhEg'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB11'	'LA_kwDOIwMRzc8AAAABOhKing'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB12'	'LA_kwDOIwMRzc8AAAABOhKjzQ'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB13'	'LA_kwDOIwMRzc8AAAABOhKleg'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'GB14'	'LA_kwDOIwMRzc8AAAABOhKmRw'	'FAF9EA'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'NIH OTA: 2.5.1'	'LA_kwDOIwMRzc8AAAABOhKorg'	'1d76db'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Status: UX & UI'	'LA_kwDOIwMRzc8AAAABOhLKUw'	'e6e6e6'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Type: Feature'	'LA_kwDOIwMRzc8AAAABOhLLTg'	'fef2c0'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Type: Suggestion'	'LA_kwDOIwMRzc8AAAABOhLMMQ'	'fef2c0'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Metadata'	'LA_kwDOIwMRzc8AAAABOhLMzQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: API'	'LA_kwDOIwMRzc8AAAABOhLNVQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: File Upload & Handling'	'LA_kwDOIwMRzc8AAAABOhLNpg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Migration'	'LA_kwDOIwMRzc8AAAABOhLOpw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Type: Bug'	'LA_kwDOIwMRzc8AAAABOhLPRQ'	'fef2c0'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Code Infrastructure'	'LA_kwDOIwMRzc8AAAABOhLQhg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Permissions'	'LA_kwDOIwMRzc8AAAABOhLRqw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Installer'	'LA_kwDOIwMRzc8AAAABOhLSpg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Performance & Stability'	'LA_kwDOIwMRzc8AAAABOhLTjw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Account & User Info'	'LA_kwDOIwMRzc8AAAABOhLUFw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: WorldMap & GeoConnect'	'LA_kwDOIwMRzc8AAAABOhLU8g'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Publishing & Versions'	'LA_kwDOIwMRzc8AAAABOhLVlQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Terms & Licensing'	'LA_kwDOIwMRzc8AAAABOhLWUQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Dataverse General Info'	'LA_kwDOIwMRzc8AAAABOhLW9A'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Harvesting'	'LA_kwDOIwMRzc8AAAABOhLXgg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: TwoRavens'	'LA_kwDOIwMRzc8AAAABOhLX5Q'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: DataTags'	'LA_kwDOIwMRzc8AAAABOhLYqg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Superuser Dashboard'	'LA_kwDOIwMRzc8AAAABOhLZlg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Internationalization'	'LA_kwDOIwMRzc8AAAABOhLaSQ'	'c5def5'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Collaboration: SBGrid'	'LA_kwDOIwMRzc8AAAABOhLbPQ'	'ffffff'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Metrics + Reports'	'LA_kwDOIwMRzc8AAAABOhLcKg'	'c5def5'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Hackathon: Low Hanging Fruit'	'LA_kwDOIwMRzc8AAAABOhLc-A'	'ffffff'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: DOI & Handle'	'LA_kwDOIwMRzc8AAAABOhLdXA'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Guestbook'	'LA_kwDOIwMRzc8AAAABOhLd4A'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: In Review Workflow'	'LA_kwDOIwMRzc8AAAABOhLeNw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: My Data'	'LA_kwDOIwMRzc8AAAABOhLe9g'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Widgets'	'LA_kwDOIwMRzc8AAAABOhLflw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Notifications'	'LA_kwDOIwMRzc8AAAABOhLgHQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Developer Guide'	'LA_kwDOIwMRzc8AAAABOhLgpQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: API Guide'	'LA_kwDOIwMRzc8AAAABOhLhJg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Installation Guide'	'LA_kwDOIwMRzc8AAAABOhLhrw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Admin Guide'	'LA_kwDOIwMRzc8AAAABOhLiGQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: User Guide'	'LA_kwDOIwMRzc8AAAABOhLjQQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Style Guide'	'LA_kwDOIwMRzc8AAAABOhLjrQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Help Wanted: Code'	'LA_kwDOIwMRzc8AAAABOhLj7Q'	'128A0C'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Help Wanted: Documentation'	'LA_kwDOIwMRzc8AAAABOhLk3g'	'128A0C'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Mentor: pdurbin'	'LA_kwDOIwMRzc8AAAABOhLldA'	'128A0C'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Provenance'	'LA_kwDOIwMRzc8AAAABOhLmyQ'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Help Wanted: Cannot Reproduce'	'LA_kwDOIwMRzc8AAAABOhLnhg'	'128A0C'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Request Access Workflow'	'LA_kwDOIwMRzc8AAAABOhLoIg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Messaging'	'LA_kwDOIwMRzc8AAAABOhLo1Q'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Vote to Close: pdurbin'	'LA_kwDOIwMRzc8AAAABOhLpdA'	'000000'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'User Role: Curator'	'LA_kwDOIwMRzc8AAAABOhLqCQ'	'a38b2a'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'User Role: API User'	'LA_kwDOIwMRzc8AAAABOhLrCQ'	'a38b2a'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'User Role: Sysadmin'	'LA_kwDOIwMRzc8AAAABOhLrqg'	'a38b2a'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'User Role: Depositor'	'LA_kwDOIwMRzc8AAAABOhLr9A'	'a38b2a'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'User Role: Guest'	'LA_kwDOIwMRzc8AAAABOhLsaw'	'a38b2a'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'User Role: Superuser'	'LA_kwDOIwMRzc8AAAABOhLtaw'	'a38b2a'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Email Dataset Contact'	'LA_kwDOIwMRzc8AAAABOhLttw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'User Role: Hackathon Participant'	'LA_kwDOIwMRzc8AAAABOhLuMw'	'a38b2a'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Hackathon: Technical Debt'	'LA_kwDOIwMRzc8AAAABOhLueg'	'ffffff'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Templates'	'LA_kwDOIwMRzc8AAAABOhLvHA'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Branding'	'LA_kwDOIwMRzc8AAAABOhLwQg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Preservation'	'LA_kwDOIwMRzc8AAAABOhLxMw'	'c5def5'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'first-timers-only'	'LA_kwDOIwMRzc8AAAABOhLxoA'	'0e8a16'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: External Tool'	'LA_kwDOIwMRzc8AAAABOhLyMw'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Accessibility'	'LA_kwDOIwMRzc8AAAABOhSNBg'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Payara 5 Upgrade'	'LA_kwDOIwMRzc8AAAABOhSO9A'	'f9a89d'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'hacktoberfest'	'LA_kwDOIwMRzc8AAAABOhSP0w'	'9e1740'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Incompatible w/ GF 4'	'LA_kwDOIwMRzc8AAAABOhSQVQ'	'b60205'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Deaccession'	'LA_kwDOIwMRzc8AAAABOhSQ_A'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Feature: Analytics'	'LA_kwDOIwMRzc8AAAABOhSRoA'	'c7def8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'dependencies'	'LA_kwDOIwMRzc8AAAABOhSShg'	'0366d6'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Containers & Cloud'	'LA_kwDOIwMRzc8AAAABOhSTIg'	'c61fb8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'DANS'	'LA_kwDOIwMRzc8AAAABOhSTkg'	'BBB2C8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'SciencesPO'	'LA_kwDOIwMRzc8AAAABOhSUZA'	'EA6A49'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'TDL'	'LA_kwDOIwMRzc8AAAABOhSVkw'	'42D236'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'Working Group: SWC'	'LA_kwDOIwMRzc8AAAABOhSWLQ'	'947055'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'HERMES'	'LA_kwDOIwMRzc8AAAABOhSWug'	'BBB2C8'	''	'TEST'	
'IQSS'	'MDEyOk9yZ2FuaXphdGlvbjY3NTIzNw=='	'dataverse-pm'	'R_kgDOIwMRzQ'	'hdc'	'LA_kwDOIwMRzc8AAAABOhSXXg'	'B60205'	''	'TEST'	
